Device: cuda
Configuration: {'dataset': 'cifar10', 'resnet_model': 'resnet18', 'projection_dim': 128, 'image_size': 224, 'num_clients': 2000, 'client_frac': 0.05, 'rounds': 20, 'local_epochs': 5, 'batch_size': 128, 'lr': 0.0001, 'wd': 0.0001, 'grad_clip': 1.0, 'linear_lr': 0.001, 'linear_wd': 0.0001, 'linear_bs': 256, 'linear_epochs': 50, 'linear_patience': 10, 'dirichlet_alpha': 0.3, 'balanced_partition': False, 'normalization': 'imagenet', 'seed': 1, 'backbone_tag': 'resnet18', 'run_name': 'resnet18_2000C_5pct_seed1', 'verbose': False, 'progress_every': 20, 'eval_every': 0, 'save_test_embeddings': False, 'cpu': False, 'eval_datasets': ['cifar10', 'cifar100', 'tiny', 'whoi_plankton', 'eurosat', 'bone_marrow', 'wikiart_style'], 'tiny_root': '/home/daniela/mine/fedDINO/data/tiny_in_view', 'celeba_root': './celeba', 'device': device(type='cuda')}
Files already downloaded and verified
Files already downloaded and verified
Loading ResNet backbone (resnet18, weights=IMAGENET1K_V1)...
ResNet image feature dim: 512
Using Dirichlet alpha=0.3 for non-IID partition...
Using imbalanced Dirichlet partition
Starting federated unsupervised SimCLR (CLIP backbone)...

--- Round 1/20 ---
Client 171: 2.8597
Client 1964: 2.4345
Client 1996: 3.8508
Client 284: 3.5066
Client 1984: 3.8120
Client 1588: 3.4260
Client 1263: 3.9931
Client 1724: 2.5402
Client 1980: 4.3625
Client 1351: 4.0005
Client 1406: 3.4962
Client 1434: 4.4946
Client 167: 4.3364
Client 911: 4.6298
Client 1742: 4.0318
Client 1892: 3.5281
Client 493: 4.0142
Client 1989: 3.5540
Client 783: 3.5827
Client 1925: 3.3293
Client 1643: 3.4446
Client 1850: 4.3227
Client 886: 3.4513
Client 813: 4.4427
Client 1863: 2.3858
Client 666: 2.4321
Client 897: 3.5092
Client 258: 3.5406
Client 1274: 2.3570
Client 1861: 3.9788
Client 999: 3.4123
Client 434: 3.5604
Client 244: 3.2749
Client 883: 3.3274
Client 1230: 4.5841
Client 1093: 3.3897
Client 836: 2.1668
Client 1862: 4.2498
Client 241: 3.2698
Client 1352: 3.9651
Client 605: 3.9060
Client 568: 2.3400
Client 508: 3.3985
Client 775: 3.1365
Client 1535: 3.6427
Client 1145: 2.3548
Client 8: 3.8288
Client 1965: 3.4802
Client 388: 3.9260
Client 1082: 3.3815
Client 898: 3.4849
Client 1185: 4.2226
Client 43: 4.2467
Client 63: 3.0957
Client 1285: 3.3458
Client 1992: 4.0187
Client 1240: 3.7552
Client 496: 4.6011
Client 1710: 3.9634
Client 533: 3.3984
Client 423: 3.5782
Client 354: 3.1422
Client 583: 4.1580
Client 303: 3.7192
Client 1110: 4.0517
Round avg loss: 3.5687 (Best: 3.5243)

--- Round 10/20 ---
Client 410: 3.2867
Client 559: 3.8366
Client 637: 2.8909
Client 1199: 3.9547
Client 1551: 3.1060
Client 513: 3.4413
Client 1704: 3.5235
Client 1399: 3.2263
Client 914: 4.4816
Client 1620: 2.3490
Client 1763: 2.6805
Client 1656: 3.7683
Client 1751: 2.6319
Client 1993: 3.9125
Client 344: 3.9395
Client 1116: 4.2289
